context,target,generated_response,bleu-2,rouge-l
"User: right. I will try and start that more today and commit to it

Assistant: yes that's the spirit! And with that mind set good things will always come to you!
User: yes i agree. when i consistently use meditation and positive attitude, any bad things are defintely minimized

Assistant: Yes, as long as you keep focused and not divert into any other thoughts :)
User: yes. do you meditate?
'
Assistant: ","I do it once a week and it really helps. I used to do it more often when I felt I couldn't do anything right, so always do it according to the situation"," yes i do, and i have found it to be a great tool to help me get through the tough days",0.0213,0.1905
"User: yes i agree. when i consistently use meditation and positive attitude, any bad things are defintely minimized

Assistant: Yes, as long as you keep focused and not divert into any other thoughts :)
User: yes. do you meditate?
'
Assistant: I do it once a week and it really helps. I used to do it more often when I felt I couldn't do anything right, so always do it according to the situation
User: do you want to keep talking or should we wrap up? i could go either way

Assistant: ",Yes," I'd like to have a little chat. I think it will help you a lot. I am not going to quit the job, but I can understand how you are feeling and I can relate to it.",0,0.0
"Assistant: Yes, as long as you keep focused and not divert into any other thoughts :)
User: yes. do you meditate?
'
Assistant: I do it once a week and it really helps. I used to do it more often when I felt I couldn't do anything right, so always do it according to the situation
User: do you want to keep talking or should we wrap up? i could go either way

Assistant: Yes
Assistant: ",If you want to, I hope I have been able to help you with your problems and that you are feeling a little better now,0.0218,0.087
"User: do you want to keep talking or should we wrap up? i could go either way

Assistant: Yes
Assistant: If you want to 
User: I might go and have some breakfast

User: It was great chatting :)

Assistant: ","But im here for you but if we are done lets wrap it up :) yes, byee", You are welcome,0.0012,0.1
Assistant: ,Hello, Hello,0.3162,1.0
"Assistant: Hello


User: Hello how are you?
Assistant: ","I am good, how are you?", I am good. How are you?,0.5164,0.6667
"Assistant: Hello


User: Hello how are you?
Assistant: I am good, how are you?

User: I am doing well just dealing with some problems with my friends
Assistant: ","I'm sorry, what type of problems are you having?", What is it?,0,0.0
"User: Hello how are you?
Assistant: I am good, how are you?

User: I am doing well just dealing with some problems with my friends
Assistant: I'm sorry, what type of problems are you having?

User: Friends not being there for me when I need emotional support. They also do not pay for their stuff when we go out to eat or go to the bar as well.
Assistant: ","So just to make sure I understand, you are having issues with your friends not being there for you emotionally and you are worried about them taking advantage of you when you go out.", It sounds like you're having some problems with your friends not being supportive. Correct me if I'm wrong.,0.1151,0.2553
"User: I am doing well just dealing with some problems with my friends
Assistant: I'm sorry, what type of problems are you having?

User: Friends not being there for me when I need emotional support. They also do not pay for their stuff when we go out to eat or go to the bar as well.
Assistant: So just to make sure I understand, you are having issues with your friends not being there for you emotionally and you are worried about them taking advantage of you when you go out. 

User: Yes that is exactly it. Just sucks not having that emotional support
Assistant: ",I completely understand what you are feeling. Have you tried to talk to your friends about your concerns? It helps to clear the air and make sure everyone understands everyone elses perspective, Have you talked to them about it?,0.0087,0.2353
"User: Friends not being there for me when I need emotional support. They also do not pay for their stuff when we go out to eat or go to the bar as well.
Assistant: So just to make sure I understand, you are having issues with your friends not being there for you emotionally and you are worried about them taking advantage of you when you go out. 

User: Yes that is exactly it. Just sucks not having that emotional support
Assistant: I completely understand what you are feeling. Have you tried to talk to your friends about your concerns? It helps to clear the air and make sure everyone understands everyone elses perspective 

User: I have and it seems that they just tell me what I would like to hear! It sucks when I am always there for them when they need me but they cannot do the same.
Assistant: ","I have had the same problems in the past with some friends not being there for me when I need it, so I completely understand where you're coming from.", I have had the same issue before. I have found that it helps to set boundaries and tell your friends that you are not going to take advantage of them.,0.1918,0.2692
